"RowId","YearStart","YearEnd","LocationAbbr","LocationDesc","Datasource","Class","Topic","Question","Data_Value_Unit","DataValueTypeID","Data_Value_Type","Data_Value","Data_Value_Alt","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","StratificationCategory1","Stratification1","StratificationCategory2","Stratification2","Geolocation","ClassID","TopicID","QuestionID","LocationID","StratificationCategoryID1","StratificationID1","StratificationCategoryID2","StratificationID2"
"BRFSS~2021~2021~13~Q14~TSC06~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage","97.0","97.0",,,"95.1","98.1","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2021~2021~13~Q21~TAC03~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage","2.9","2.9",,,"2.0","4.2","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2021~2021~13~Q04~TOC04~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Taking medication for high blood pressure","Percentage of older adults who have been told they have high blood pressure who report currently taking medication for their high blood pressure","%","PRCTG","Percentage","93.1","93.1",,,"90.1","95.2","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC04","Q04","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2021~2021~13~Q01~TNC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage","39.0","39.0",,,"34.1","44.1","Age Group","Overall","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","AGE_OVERALL","RACE","BLK"
"BRFSS~2021~2021~13~Q02~TNC02~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 3 or more vegetables daily","Percentage of older adults who are eating 3 or more vegetables daily","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC02","Q02","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q22~TSC07~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","High blood pressure ever","Percentage of older adults who have ever been told by a health professional that they have high blood pressure","%","PRCTG","Percentage","54.8","54.8",,,"52.1","57.4","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C03","TSC07","Q22","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2021~2021~13~Q44~TOC12~AGE~OVERALL","2021","2021","GA","Georgia","BRFSS","Overall Health","Severe joint pain among older adults with arthritis","Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage","45.0","45.0",,,"40.0","50.2","Age Group","50-64 years",,,"POINT (-83.62758034599966 32.83968109300048)","C01","TOC12","Q44","13","AGE","5064","OVERALL","OVERALL"
"BRFSS~2021~2021~13~Q08~TOC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2021~2021~13~Q30~TCC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC01","Q30","13","AGE","65PLUS","RACE","HIS"
"BRFSS~2021~2021~13~Q44~TOC12~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Severe joint pain among older adults with arthritis","Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C01","TOC12","Q44","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2021~2021~13~Q14~TSC06~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Cholesterol checked in past 5 years","Percentage of older adults who had a cholesterol screening within the past 5 years","%","PRCTG","Percentage","97.9","97.9",,,"95.4","99.0","Age Group","65 years or older","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC06","Q14","13","AGE","65PLUS","RACE","BLK"
"BRFSS~2021~2021~13~Q03~TMC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","5064","RACE","NAA"
"BRFSS~2021~2021~13~Q02~TNC02~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 3 or more vegetables daily","Percentage of older adults who are eating 3 or more vegetables daily","%","PRCTG","Percentage","19.2","19.2",,,"16.6","22.0","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC02","Q02","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2021~2022~13~Q39~TGC04~AGE~SEX","2021","2022","GA","Georgia","BRFSS","Caregiving","Intensity of caregiving among older adults","Average of 20 or more hours of care per week provided to a friend or family member","%","PRCTG","Percentage","40.5","40.5",,,"35.0","46.3","Age Group","Overall","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C07","TGC04","Q39","13","AGE","AGE_OVERALL","SEX","FEMALE"
"BRFSS~2021~2021~13~Q02~TNC02~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 3 or more vegetables daily","Percentage of older adults who are eating 3 or more vegetables daily","%","PRCTG","Percentage","15.1","15.1",,,"11.6","19.3","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC02","Q02","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q08~TOC01~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Physically unhealthy days (mean number of days)","Physically unhealthy days (mean number of days in past month)","Number","MEAN","Mean","4.7","4.7",,,"3.5","5.9","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC01","Q08","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2021~13~Q16~TNC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","No leisure-time physical activity within past month","Percentage of older adults who have not had any leisure time physical activity in the past month","%","PRCTG","Percentage","32.5","32.5",,,"21.8","45.4","Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C02","TNC03","Q16","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2021~2021~13~Q21~TAC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Smoking and Alcohol Use","Binge drinking within past 30 days","Percentage of older adults who reported binge drinking within the past 30 days","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C04","TAC03","Q21","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2021~2021~13~Q09~TSC09~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","50-64 years","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","5064","RACE","HIS"
"BRFSS~2021~2021~13~Q13~TNC04~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","42.6","42.6",,,"38.1","47.2","Age Group","50-64 years","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","5064","SEX","FEMALE"
"BRFSS~2021~2021~13~Q44~TOC12~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Severe joint pain among older adults with arthritis","Severe joint pain due to arthritis among older adults with doctor-diagnosed arthritis","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","65 years or older","Race/Ethnicity","Native Am/Alaskan Native","POINT (-83.62758034599966 32.83968109300048)","C01","TOC12","Q44","13","AGE","65PLUS","RACE","NAA"
"BRFSS~2021~2021~13~Q13~TNC04~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Obesity","Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more","%","PRCTG","Percentage","34.5","34.5",,,"31.4","37.7","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C02","TNC04","Q13","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2021~13~Q41~TCC03~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage","40.4","40.4",,,"31.5","49.8","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2021~13~Q33~TOC08~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage","73.4","73.4",,,"67.6","78.5","Age Group","50-64 years","Race/Ethnicity","Black, non-Hispanic","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","5064","RACE","BLK"
"BRFSS~2021~2021~13~Q31~TCC02~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Functional difficulties associated with subjective cognitive decline or memory loss among older adults","Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Hispanic","POINT (-83.62758034599966 32.83968109300048)","C06","TCC02","Q31","13","AGE","AGE_OVERALL","RACE","HIS"
"BRFSS~2021~2021~13~Q46~TOC10~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)","%","PRCTG","Percentage","42.7","42.7",,,"38.8","46.8","Age Group","65 years or older","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC10","Q46","13","AGE","65PLUS","SEX","MALE"
"BRFSS~2021~2021~13~Q33~TOC08~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Overall Health","Self-rated health (good to excellent health)","Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""","%","PRCTG","Percentage","76.2","76.2",,,"71.8","80.2","Age Group","50-64 years","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C01","TOC08","Q33","13","AGE","5064","SEX","MALE"
"BRFSS~2021~2021~13~Q09~TSC09~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Screenings and Vaccines","Ever had pneumococcal vaccine","Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine","%","PRCTG","Percentage","52.9","52.9",,,"49.3","56.5","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C03","TSC09","Q09","13","AGE","AGE_OVERALL","SEX","MALE"
"BRFSS~2021~2021~13~Q01~TNC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Nutrition/Physical Activity/Obesity","Eating 2 or more fruits daily","Percentage of older adults who are eating 2 or more fruits daily","%","PRCTG","Percentage","39.1","39.1",,,"35.4","42.8","Age Group","65 years or older","Sex","Female","POINT (-83.62758034599966 32.83968109300048)","C02","TNC01","Q01","13","AGE","65PLUS","SEX","FEMALE"
"BRFSS~2021~2021~13~Q41~TCC03~AGE~RACE","2021","2021","GA","Georgia","BRFSS","Cognitive Decline","Need assistance with day-to-day activities because of subjective cognitive decline or memory loss","Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities","%","PRCTG","Percentage",,,"****","Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%",,,"Age Group","Overall","Race/Ethnicity","Asian/Pacific Islander","POINT (-83.62758034599966 32.83968109300048)","C06","TCC03","Q41","13","AGE","AGE_OVERALL","RACE","ASN"
"BRFSS~2021~2021~13~Q03~TMC01~AGE~SEX","2021","2021","GA","Georgia","BRFSS","Mental Health","Frequent mental distress","Percentage of older adults who are experiencing frequent mental distress","%","PRCTG","Percentage","10.0","10.0",,,"8.2","12.1","Age Group","Overall","Sex","Male","POINT (-83.62758034599966 32.83968109300048)","C05","TMC01","Q03","13","AGE","AGE_OVERALL","SEX","MALE"
